ytrue,y,sint,lint,cpi,Open,High,Low,Close,sensex_missing,1.0_perc,3.0_perc,5.0_perc,7.0_perc,8.0_perc,9.0_perc,10.0_perc,11.0_perc,13.0_perc,14.0_perc,15.0_perc,16.0_perc,17.0_perc,18.0_perc,19.0_perc,20.0_perc,21.0_perc,29.0_perc,34.0_perc,35.0_perc,36.0_perc,42.0_perc,43.0_perc,48.0_perc,61.0_perc,62.0_perc,63.0_perc,64.0_perc,65.0_perc,66.0_perc,67.0_perc,68.0_perc,69.0_perc,70.0_perc,72.0_perc,73.0_perc,74.0_perc,76.0_perc,77.0_perc,78.0_perc,79.0_perc,82.0_perc,84.0_perc,85.0_perc,100.0_perc,101.0_perc,103.0_perc,104.0_perc,105.0_perc,111.0_perc,117.0_perc,120.0_perc,121.0_perc,135.0_perc,136.0_perc,137.0_perc,147.0_perc,159.0_perc,165.0_perc,202.0_perc,207.0_perc,217.0_perc,248.0_perc,249.0_perc,250.0_perc,251.0_perc,254.0_perc,255.0_perc,257.0_perc,258.0_perc,259.0_perc,260.0_perc,261.0_perc,262.0_perc,263.0_perc,264.0_perc,265.0_perc,266.0_perc,267.0_perc,268.0_perc,269.0_perc,270.0_perc,271.0_perc,EAST_perc,NORTH_perc,SOUTH_perc,WEST_perc,CENTRAL_perc,WEST BENGAL_perc,DELHI_perc,KARNATAKA_perc,TAMIL NADU_perc,UTTAR PRADESH_perc,PUNJAB_perc,TELANGANA_perc,ANDHRA PRADESH_perc,MAHARASHTRA_perc,ORISSA_perc,GUJARAT_perc,ASSAM_perc,JHARKHAND_perc,UTTARAKHAND_perc,KERALA_perc,CHHATTISGARH_perc,BIHAR_perc,TRIPURA_perc,MADHYA PRADESH_perc,HARYANA_perc,ma7,ma21,26ema,12ema,MACD,20sd,upper_band,lower_band,ema,f_absolute,f_angle
299.0,244.0238095238116,6.240000000000002,6.792499999999998,1.8587360000000002,27211.403875943695,27323.04094284952,27103.47591596964,27197.746114268535,0.3225806451612903,0.13377926421404682,0.1939799331103679,0.033444816053511704,0.006688963210702341,0.043478260869565216,0.03678929765886288,0.0,0.030100334448160536,0.0033444816053511705,0.0,0.016722408026755852,0.0033444816053511705,0.0,0.0,0.0568561872909699,0.026755852842809364,0.0,0.0,0.013377926421404682,0.0,0.016722408026755852,0.006688963210702341,0.0,0.04013377926421405,0.0033444816053511705,0.006688963210702341,0.020066889632107024,0.0,0.04013377926421405,0.0,0.026755852842809364,0.0033444816053511705,0.0,0.0,0.010033444816053512,0.033444816053511704,0.0033444816053511705,0.0,0.0,0.0,0.03678929765886288,0.0,0.0,0.0,0.0,0.0,0.020066889632107024,0.013377926421404682,0.0,0.0,0.0,0.006688963210702341,0.0,0.0568561872909699,0.0033444816053511705,0.016722408026755852,0.023411371237458192,0.0,0.013377926421404682,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.39130434782608703,0.2608695652173913,0.14381270903010032,0.1806020066889632,0.023411371237458192,0.2575250836120401,0.1939799331103679,0.033444816053511704,0.006688963210702341,0.0,0.06688963210702341,0.0033444816053511705,0.0,0.13377926421404682,0.0802675585284281,0.04682274247491639,0.0568561872909699,0.033444816053511704,0.03678929765886288,0.0,0.0,0.020066889632107024,0.006688963210702341,0.023411371237458192,0.0,0.0,0.0,244.0238095238116,244.0238095238116,0.0,0.0,0.0,0.0,244.0238095238116,1161.8509785135686,-0.012881897901365744
0.0,58.23809523809473,6.240000000000002,6.792499999999998,1.8587360000000002,27211.403875943695,27323.04094284952,27103.47591596964,27197.746114268535,0.3225806451612903,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,147.5581501831509,143.38988095238162,-4.168269230769283,0.0,0.0,0.0,104.68452380952395,216.9759906496491,-0.11371168082104523
42.0,101.8809523809513,6.240000000000002,6.792499999999998,1.8587360000000002,27211.403875943695,27323.04094284952,27103.47591596964,27197.746114268535,0.3225806451612903,0.11904761904761905,0.30952380952380953,0.023809523809523808,0.0,0.0,0.023809523809523808,0.0,0.023809523809523808,0.0,0.0,0.023809523809523808,0.0,0.0,0.0,0.16666666666666666,0.023809523809523808,0.0,0.0,0.0,0.0,0.0,0.023809523809523808,0.0,0.0,0.0,0.0,0.0,0.0,0.023809523809523808,0.0,0.0,0.0,0.0,0.0,0.023809523809523808,0.023809523809523808,0.0,0.0,0.0,0.0,0.023809523809523808,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11904761904761905,0.0,0.0,0.047619047619047616,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2380952380952381,0.3809523809523809,0.047619047619047616,0.2857142857142857,0.047619047619047616,0.19047619047619047,0.30952380952380953,0.023809523809523808,0.0,0.0,0.07142857142857142,0.0,0.0,0.2857142857142857,0.023809523809523808,0.0,0.023809523809523808,0.0,0.023809523809523808,0.0,0.0,0.0,0.0,0.047619047619047616,0.0,0.0,0.0,131.14677650261692,127.18893654459474,-3.957839958022177,0.0,0.0,0.0,102.74358974358903,68.73597476713184,-3.0295278169598947
23.0,300.6190476190479,6.240000000000002,6.792499999999998,1.8587360000000002,27211.403875943695,27323.04094284952,27103.47591596964,27197.746114268535,0.3225806451612903,0.17391304347826084,0.2608695652173913,0.043478260869565216,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13043478260869565,0.0,0.0,0.08695652173913042,0.0,0.0,0.0,0.043478260869565216,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17391304347826084,0.0,0.043478260869565216,0.043478260869565216,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3043478260869565,0.2608695652173913,0.043478260869565216,0.3478260869565217,0.043478260869565216,0.3043478260869565,0.2608695652173913,0.043478260869565216,0.0,0.0,0.0,0.0,0.0,0.3478260869565217,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.043478260869565216,0.0,0.0,0.0,178.5238176397705,181.93404488232085,3.4102272425503486,0.0,0.0,0.0,236.30952380952374,203.6183923025403,0.0862816303263546
1530.0,714.1428571428575,6.240000000000002,6.792499999999998,1.8587360000000002,27211.403875943695,27323.04094284952,27103.47591596964,27197.746114268535,0.3225806451612903,0.0738562091503268,0.04836601307189543,0.0738562091503268,0.01241830065359477,0.006535947712418301,0.014379084967320259,0.03006535947712418,0.01503267973856209,0.00980392156862745,0.0,0.011111111111111113,0.05555555555555555,0.005882352941176471,0.022222222222222227,0.047712418300653585,0.03071895424836601,0.0,0.004575163398692811,0.06862745098039216,0.0,0.024183006535947717,0.0196078431372549,0.0,0.03071895424836601,0.01895424836601307,0.00522875816993464,0.004575163398692811,0.00915032679738562,0.035294117647058816,0.0,0.059477124183006526,0.00522875816993464,0.0,0.00522875816993464,0.011111111111111113,0.007843137254901959,0.021568627450980392,0.0032679738562091504,0.006535947712418301,0.005882352941176471,0.011764705882352941,0.007843137254901959,0.0,0.01895424836601307,0.0,0.0,0.01241830065359477,0.004575163398692811,0.004575163398692811,0.0,0.0,0.013725490196078431,0.0,0.05816993464052288,0.028758169934640518,0.01699346405228758,0.013725490196078431,0.0,0.0039215686274509795,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2777777777777778,0.08366013071895424,0.2647058823529412,0.3601307189542484,0.013725490196078431,0.17647058823529413,0.04836601307189543,0.08300653594771241,0.04183006535947712,0.0,0.035294117647058816,0.05555555555555555,0.005882352941176471,0.20326797385620915,0.06535947712418301,0.1568627450980392,0.059477124183006526,0.00915032679738562,0.011764705882352941,0.007843137254901959,0.0,0.01241830065359477,0.013725490196078431,0.013725490196078431,0.0,0.0,0.0,302.73608211424965,326.53327707163777,23.797194957388115,0.0,0.0,0.0,556.1814246359703,658.6435352881798,0.036191438067013706
0.0,819.571428571429,6.240000000000002,6.792499999999998,1.8587360000000002,27211.403875943695,27323.04094284952,27103.47591596964,27197.746114268535,0.3225806451612903,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,406.2540798787764,446.3674865268519,40.11340664807551,0.0,0.0,0.0,732.0159602302463,887.2916447003544,0.004938477764690041
1341.0,663.3809523809527,6.240000000000002,6.792499999999998,1.8587360000000002,27211.403875943695,27323.04094284952,27103.47591596964,27197.746114268535,0.3225806451612903,0.05667412378821775,0.05518269947800149,0.07606263982102908,0.017897091722595078,0.020879940343027592,0.020134228187919462,0.02162565249813572,0.016405667412378817,0.007457121551081283,0.0,0.005965697240865026,0.01715137956748695,0.0037285607755406414,0.032811334824757635,0.054436987322893364,0.03579418344519016,0.0,0.007457121551081283,0.07979120059656973,0.0,0.035048471290082026,0.011185682326621923,0.0,0.01938851603281133,0.024608501118568236,0.0014914243102162564,0.01267710663683818,0.014914243102162566,0.02609992542878449,0.0,0.07680835197613721,0.0037285607755406414,0.0,0.008202833706189409,0.0022371364653243847,0.005965697240865026,0.017897091722595078,0.005219985085756898,0.007457121551081283,0.008202833706189409,0.013422818791946308,0.007457121551081283,0.0,0.006711409395973154,0.0,0.0,0.011185682326621923,0.007457121551081283,0.006711409395973154,0.0,0.0,0.00969425801640567,0.0,0.04921700223713647,0.026845637583892617,0.024608501118568236,0.023117076808351976,0.0,0.002982848620432513,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2706935123042505,0.07084265473527218,0.2341536167039523,0.401193139448173,0.023117076808351976,0.17225950782997762,0.05518269947800149,0.09097688292319164,0.0395227442207308,0.0,0.015659955257270694,0.01715137956748695,0.0037285607755406414,0.20954511558538405,0.058165548098434,0.19164802386278892,0.06114839671886652,0.020134228187919462,0.013422818791946308,0.007457121551081283,0.0,0.011185682326621923,0.00969425801640567,0.023117076808351976,0.0,414.5510204081635,0.0,451.982761242915,494.7932821600144,42.81052091709944,0.0,0.0,0.0,686.2383566418337,704.8655050213606,-0.02809441526671177
0.0,237.42857142857162,6.240000000000002,6.792499999999998,1.8587360000000002,27211.403875943695,27323.04094284952,27103.47591596964,27197.746114268535,0.3225806451612903,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,413.60884353741494,0.0,417.4127649702156,441.0852338199657,23.67246884975009,0.0,0.0,0.0,386.98622241579585,270.6467095312653,-0.08360324064367111
0.0,51.761904761904844,6.240000000000002,6.792499999999998,1.8587360000000002,27211.403875943695,27323.04094284952,27103.47591596964,27197.746114268535,0.3225806451612903,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,412.6836734693878,0.0,363.2152803770341,364.06322215711504,0.8479417800809301,0.0,0.0,0.0,163.49198929648088,46.293216079623654,-3.1200909613056353
0.0,0.0,6.240000000000002,6.792499999999998,1.8587360000000002,27211.403875943695,27323.04094284952,27103.47591596964,27197.746114268535,0.3225806451612903,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,398.12925170068047,0.0,313.0951067459653,295.07338304947416,-18.021723696491165,0.0,0.0,0.0,54.49548390010393,45.025030646260525,0.5024978948407407
