time,WEST BENGAL_perc,DELHI_perc,KARNATAKA_perc,TAMIL NADU_perc,UTTAR PRADESH_perc,PUNJAB_perc,TELANGANA_perc,ANDHRA PRADESH_perc,MAHARASHTRA_perc,ORISSA_perc,GUJARAT_perc,ASSAM_perc,JHARKHAND_perc,UTTARAKHAND_perc,KERALA_perc,CHHATTISGARH_perc,BIHAR_perc,TRIPURA_perc,MADHYA PRADESH_perc,HARYANA_perc
2017-04-01,0.25752508361204013,0.1939799331103679,0.033444816053511704,0.006688963210702341,0.0,0.06688963210702341,0.0033444816053511705,0.0,0.13377926421404682,0.0802675585284281,0.046822742474916385,0.056856187290969896,0.033444816053511704,0.03678929765886288,0.0,0.0,0.020066889632107024,0.006688963210702341,0.023411371237458192,0.0
2017-04-03,0.19047619047619047,0.30952380952380953,0.023809523809523808,0.0,0.0,0.07142857142857142,0.0,0.0,0.2857142857142857,0.023809523809523808,0.0,0.023809523809523808,0.0,0.023809523809523808,0.0,0.0,0.0,0.0,0.047619047619047616,0.0
2017-04-04,0.30434782608695654,0.2608695652173913,0.043478260869565216,0.0,0.0,0.0,0.0,0.0,0.34782608695652173,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.043478260869565216,0.0
2017-04-05,0.17647058823529413,0.048366013071895426,0.08300653594771241,0.04183006535947712,0.0,0.03529411764705882,0.05555555555555555,0.0058823529411764705,0.20326797385620915,0.06535947712418301,0.1568627450980392,0.05947712418300653,0.009150326797385621,0.011764705882352941,0.00784313725490196,0.0,0.01241830065359477,0.013725490196078431,0.013725490196078431,0.0
2017-04-07,0.17225950782997762,0.055182699478001494,0.09097688292319164,0.0395227442207308,0.0,0.015659955257270694,0.01715137956748695,0.0037285607755406414,0.20954511558538405,0.058165548098434,0.19164802386278895,0.061148396718866516,0.020134228187919462,0.013422818791946308,0.007457121551081283,0.0,0.011185682326621925,0.009694258016405667,0.023117076808351976,0.0
2017-04-12,0.194141689373297,0.0388283378746594,0.08514986376021798,0.040190735694822885,0.0,0.03337874659400545,0.0497275204359673,0.008174386920980926,0.19754768392370572,0.0653950953678474,0.1287465940054496,0.0946866485013624,0.010899182561307902,0.011580381471389645,0.006130790190735695,0.0,0.012942779291553134,0.008855585831062671,0.013623978201634877,0.0
2017-04-13,0.16417910447761194,0.041791044776119404,0.0962686567164179,0.055970149253731345,0.0,0.041044776119402986,0.04402985074626865,0.008955223880597015,0.17537313432835822,0.05223880597014925,0.14701492537313432,0.11119402985074626,0.008955223880597015,0.006716417910447761,0.0052238805970149255,0.0,0.009701492537313432,0.016417910447761194,0.014925373134328358,0.0
2017-04-14,0.22406015037593985,0.055639097744360905,0.08421052631578947,0.05037593984962406,0.0,0.035338345864661655,0.05112781954887218,0.007518796992481203,0.21428571428571427,0.039097744360902256,0.14887218045112782,0.017293233082706767,0.02406015037593985,0.014285714285714285,0.0,0.0,0.009022556390977444,0.009022556390977444,0.015789473684210527,0.0
2017-04-15,0.30784913353720694,0.017329255861365953,0.09683995922528033,0.04994903160040775,0.0,0.01529051987767584,0.0509683995922528,0.0061162079510703364,0.2609582059123344,0.029561671763506627,0.11213047910295616,0.010193679918450561,0.013251783893985729,0.004077471967380225,0.0050968399592252805,0.0,0.010193679918450561,0.0010193679918450561,0.009174311926605505,0.0
2017-04-16,0.30073349633251834,0.20537897310513448,0.02444987775061125,0.012224938875305624,0.0,0.06356968215158924,0.0024449877750611247,0.0,0.17114914425427874,0.044009779951100246,0.0488997555012225,0.02689486552567237,0.02444987775061125,0.029339853300733496,0.0,0.0,0.012224938875305624,0.004889975550122249,0.029339853300733496,0.0
2017-04-17,0.19141914191419143,0.04026402640264026,0.08448844884488449,0.048184818481848184,0.0,0.03234323432343234,0.04884488448844884,0.005280528052805281,0.2085808580858086,0.05676567656765676,0.13993399339933993,0.06798679867986798,0.02838283828382838,0.009900990099009901,0.007260726072607261,0.0,0.010561056105610561,0.009240924092409241,0.010561056105610561,0.0
2017-04-18,0.2073509015256588,0.033287101248266296,0.09431345353675451,0.04507628294036061,0.0,0.02011095700416089,0.04230235783633842,0.009708737864077669,0.2552011095700416,0.05547850208044383,0.12690707350901526,0.04854368932038835,0.022191400832177532,0.006934812760055479,0.009708737864077669,0.0,0.011789181692094313,0.0076282940360610264,0.0034674063800277394,0.0
2017-04-19,0.21153846153846154,0.04487179487179487,0.0868945868945869,0.04131054131054131,0.0,0.03133903133903134,0.045584045584045586,0.010683760683760684,0.20085470085470086,0.06766381766381767,0.1467236467236467,0.053418803418803416,0.012108262108262107,0.007834757834757835,0.011396011396011397,0.0,0.004273504273504274,0.009259259259259259,0.014245014245014245,0.0
2017-04-20,0.1562962962962963,0.051111111111111114,0.09111111111111111,0.04518518518518518,0.0,0.03481481481481481,0.04518518518518518,0.01037037037037037,0.26222222222222225,0.045925925925925926,0.1259259259259259,0.05407407407407407,0.02074074074074074,0.01037037037037037,0.012592592592592593,0.0,0.014814814814814815,0.012592592592592593,0.006666666666666667,0.0
2017-04-21,0.21798561151079138,0.05107913669064748,0.07050359712230216,0.04460431654676259,0.0,0.029496402877697843,0.0460431654676259,0.015827338129496403,0.19136690647482013,0.06978417266187051,0.12661870503597122,0.058992805755395686,0.02014388489208633,0.017266187050359712,0.004316546762589928,0.0,0.01079136690647482,0.00935251798561151,0.015827338129496403,0.0
2017-04-22,0.18490566037735848,0.006603773584905661,0.12924528301886792,0.05566037735849057,0.0,0.011320754716981131,0.04339622641509434,0.009433962264150943,0.2971698113207547,0.04905660377358491,0.1311320754716981,0.035849056603773584,0.010377358490566037,0.0047169811320754715,0.005660377358490566,0.0,0.010377358490566037,0.0037735849056603774,0.011320754716981131,0.0
2017-04-23,0.25,0.10526315789473684,0.07368421052631578,0.007894736842105263,0.0,0.05526315789473684,0.015789473684210527,0.0,0.23421052631578948,0.060526315789473685,0.05263157894736842,0.02368421052631579,0.02631578947368421,0.02894736842105263,0.0,0.0,0.018421052631578946,0.013157894736842105,0.034210526315789476,0.0
2017-04-24,0.16051660516605165,0.047355473554735544,0.1002460024600246,0.04059040590405904,0.0,0.023370233702337023,0.04305043050430504,0.006765067650676507,0.2607626076260763,0.06088560885608856,0.14391143911439114,0.04981549815498155,0.017220172201722016,0.00984009840098401,0.007380073800738007,0.0,0.01107011070110701,0.006765067650676507,0.010455104551045511,0.0
2017-04-25,0.1986206896551724,0.041379310344827586,0.08896551724137931,0.011724137931034483,0.0,0.022758620689655173,0.037241379310344824,0.006206896551724138,0.2751724137931034,0.05172413793103448,0.15724137931034482,0.04068965517241379,0.014482758620689656,0.006206896551724138,0.004137931034482759,0.0,0.016551724137931035,0.01310344827586207,0.013793103448275862,0.0
2017-04-26,0.19598965071151359,0.037516170763260026,0.09055627425614489,0.04721862871927555,0.0,0.027166882276843468,0.027166882276843468,0.00517464424320828,0.2677878395860285,0.04463130659767141,0.1520051746442432,0.0407503234152652,0.02069857697283312,0.0129366106080207,0.004527813712807244,0.0,0.009702457956015523,0.0071151358344113845,0.009055627425614488,0.0
2017-04-27,0.17660818713450294,0.02631578947368421,0.07543859649122807,0.031578947368421054,0.0,0.023391812865497075,0.03684210526315789,0.008187134502923977,0.3169590643274854,0.03625730994152047,0.17309941520467836,0.03859649122807018,0.013450292397660818,0.007017543859649123,0.006432748538011696,0.0,0.010526315789473684,0.005263157894736842,0.014035087719298246,0.0
2017-04-28,0.14789828749351322,0.043591074208614425,0.06798131811105346,0.03269330565646082,0.0,0.03269330565646082,0.040477426050856254,0.010378827192527244,0.29372080954852103,0.054488842760768035,0.18474312402698495,0.02802283341982356,0.01868188894654904,0.012454592631032694,0.008303061754021795,0.0,0.006746237675142709,0.007784120394395433,0.00934094447327452,0.0
2017-04-29,0.23173431734317343,0.01107011070110701,0.08265682656826569,0.03837638376383764,0.0,0.02214022140221402,0.05830258302583026,0.013284132841328414,0.22361623616236162,0.06346863468634686,0.15719557195571957,0.03173431734317343,0.025830258302583026,0.002952029520295203,0.002214022140221402,0.0,0.005904059040590406,0.016974169741697416,0.012546125461254613,0.0
2017-04-30,0.18618665018541408,0.06211372064276885,0.07725587144622992,0.0384734239802225,0.0,0.03522867737948084,0.03970951792336218,0.008189122373300372,0.20951792336217553,0.05979604449938195,0.15296662546353523,0.04063658838071693,0.020550061804697158,0.012206427688504327,0.007107540173053152,0.0,0.012515451174289247,0.0203955500618047,0.01715080346106304,0.0
2017-05-01,0.2296195652173913,0.026494565217391304,0.08831521739130435,0.049592391304347824,0.0,0.01970108695652174,0.05434782608695652,0.006114130434782609,0.24048913043478262,0.050951086956521736,0.13790760869565216,0.029891304347826088,0.014266304347826086,0.005434782608695652,0.008152173913043478,0.0,0.007472826086956522,0.012228260869565218,0.019021739130434784,0.0
2017-05-02,0.2878787878787879,0.12626262626262627,0.03535353535353535,0.020202020202020204,0.0,0.06060606060606061,0.020202020202020204,0.0,0.10101010101010101,0.1111111111111111,0.08080808080808081,0.030303030303030304,0.04040404040404041,0.05555555555555555,0.0,0.0,0.010101010101010102,0.015151515151515152,0.005050505050505051,0.0
